order_number,created_at,payment_details,paymentId,order_id,txnid
4285,"24/02/2021, 10:26 AM","{""CURRENCY"":""INR"",""GATEWAYNAME"":""WALLET"",""RESPMSG"":""Txn Success"",""BANKNAME"":""WALLET"",""PAYMENTMODE"":""PPI"",""MID"":""WeWork88667919530823"",""MERC_UNQ_REF"":""19720122728599"",""RESPCODE"":""01"",""TXNID"":""20210224111212800110168951584952761"",""TXNAMOUNT"":""1475.00"",""ORDERID"":""19720122728599-20210224050909"",""STATUS"":""TXN_SUCCESS"",""BANKTXNID"":""153431619675"",""TXNDATE"":""2021-02-24 10:39:10.0""}",,19720122728599-20210224050909,20210224111212800110168951584952761
4325,"24/02/2021, 02:23 PM","{""gift_card_id"":439976394903,""gift_card_last_characters"":""test""}",,,
4339,"24/02/2021, 02:36 PM","{""ORDERID"":""19722290036887-20210224123652"",""MID"":""WeWork88667919530823"",""TXNID"":""20210224111212800110168557284853850"",""TXNAMOUNT"":""708.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-24 18:06:54.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19722290036887"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70547610559"",""BANKNAME"":""Citibank""}",,19722290036887-20210224123652,20210224111212800110168557284853850
4403,"25/02/2021, 09:51 AM","{""ORDERID"":""19727757672599-20210225085113"",""MID"":""WeWork88667919530823"",""TXNID"":""20210225111212800110168823085601616"",""TXNAMOUNT"":""4130.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-25 14:21:14.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19727757672599"",""GATEWAYNAME"":""HDFC"",""BANKTXNID"":""210565274444"",""BANKNAME"":""HDFC""}",,19727757672599-20210225085113,20210225111212800110168823085601616
4386,"25/02/2021, 10:58 AM","{""CURRENCY"":""INR"",""GATEWAYNAME"":""WALLET"",""RESPMSG"":""Txn Success"",""BANKNAME"":""WALLET"",""PAYMENTMODE"":""PPI"",""MID"":""WeWork88667919530823"",""MERC_UNQ_REF"":""19727032090775"",""RESPCODE"":""01"",""TXNID"":""20210225111212800110168575485408895"",""TXNAMOUNT"":""1475.00"",""ORDERID"":""19727032090775-20210225055247"",""STATUS"":""TXN_SUCCESS"",""BANKTXNID"":""153492385811"",""TXNDATE"":""2021-02-25 11:22:48.0""}",,19727032090775-20210225055247,20210225111212800110168575485408895
4394,"25/02/2021, 11:06 AM","{""ORDERID"":""19727224733847-20210225064545"",""MID"":""WeWork88667919530823"",""TXNID"":""20210225111212800110168752084940989"",""TXNAMOUNT"":""590.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-25 12:15:46.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19727224733847"",""GATEWAYNAME"":""AMEX"",""BANKTXNID"":""1400152675"",""BANKNAME"":""American Express""}",,19727224733847-20210225064545,20210225111212800110168752084940989
4396,"25/02/2021, 11:13 AM","{""ORDERID"":""19727353381015-20210225071413"",""MID"":""WeWork88667919530823"",""TXNID"":""20210225111212800110168569784922560"",""TXNAMOUNT"":""2360.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-25 12:44:14.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19727353381015"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70552654633"",""BANKNAME"":""HDFC Bank""}",,19727353381015-20210225071413,20210225111212800110168569784922560
4412,"25/02/2021, 01:30 PM","{""ORDERID"":""19728793960599-20210225130016"",""MID"":""WeWork88667919530823"",""TXNID"":""20210225111212800110168702885163979"",""TXNAMOUNT"":""885.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-25 18:30:17.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19728793960599"",""GATEWAYNAME"":""HDFC"",""BANKTXNID"":""210565485686"",""BANKNAME"":""HDFC""}",,19728793960599-20210225130016,20210225111212800110168702885163979
4410,"25/02/2021, 04:33 PM","{""ORDERID"":""19728450650263-20210225114030"",""MID"":""WeWork88667919530823"",""TXNID"":""20210225111212800110168305485263936"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-25 17:10:32.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19728450650263"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70554340199"",""BANKNAME"":""Axis Bank""}",,19728450650263-20210225114030,20210225111212800110168305485263936
4455,"26/02/2021, 10:42 AM","{""ORDERID"":""19733618393239-20210226060146"",""MID"":""WeWork88667919530823"",""TXNID"":""20210226111212800110168068084994478"",""TXNAMOUNT"":""10620.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-26 11:31:47.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19733618393239"",""GATEWAYNAME"":""HDFC"",""BANKTXNID"":""210575920356"",""BANKNAME"":""HDFC""}",,19733618393239-20210226060146,20210226111212800110168068084994478
4452,"26/02/2021, 11:24 AM","{""ORDERID"":""19733705556119-20210226055602"",""MID"":""WeWork88667919530823"",""TXNID"":""20210226111212800110168106785362068"",""TXNAMOUNT"":""590.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-26 11:26:04.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19733705556119"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70559367314"",""BANKNAME"":""Citibank""}",,19733705556119-20210226055602,20210226111212800110168106785362068
4461,"26/02/2021, 12:28 PM","{""CURRENCY"":""INR"",""GATEWAYNAME"":""WALLET"",""RESPMSG"":""Txn Success"",""BANKNAME"":""WALLET"",""PAYMENTMODE"":""PPI"",""MID"":""WeWork88667919530823"",""MERC_UNQ_REF"":""19734011674775"",""RESPCODE"":""01"",""TXNID"":""20210226111212800110168043385197043"",""TXNAMOUNT"":""236.00"",""ORDERID"":""19734011674775-20210226071659"",""STATUS"":""TXN_SUCCESS"",""BANKTXNID"":""153555548091"",""TXNDATE"":""2021-02-26 12:47:00.0""}",,19734011674775-20210226071659,20210226111212800110168043385197043
4464,"26/02/2021, 01:29 PM","{""gift_card_id"":441841483927,""gift_card_last_characters"":""ndia""}",,,
4474,"26/02/2021, 04:24 PM","{""ORDERID"":""19735381180567-20210226132346"",""MID"":""WeWork88667919530823"",""TXNID"":""20210226111212800110168672185344907"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-26 18:53:47.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19735381180567"",""GATEWAYNAME"":""PPBL"",""BANKTXNID"":""105718854887""}",,19735381180567-20210226132346,20210226111212800110168672185344907
4470,"26/02/2021, 04:51 PM","{""ORDERID"":""19734962438295-20210226113915"",""MID"":""WeWork88667919530823"",""TXNID"":""20210226111212800110168343785612571"",""TXNAMOUNT"":""4425.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-26 17:09:16.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19734962438295"",""GATEWAYNAME"":""PPBL"",""BANKTXNID"":""105717202728""}",,19734962438295-20210226113915,20210226111212800110168343785612571
4554,"26/02/2021, 05:14 PM","{""ORDERID"":""19753531900055-20210301062213"",""MID"":""WeWork88667919530823"",""TXNID"":""20210301111212800110168019186414370"",""TXNAMOUNT"":""2065.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-03-01 11:52:14.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19753531900055"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70581631917"",""BANKNAME"":""ICICI Bank""}",,19753531900055-20210301062213,20210301111212800110168019186414370
4471,"26/02/2021, 06:12 PM","{""ORDERID"":""19735215014039-20210226124436"",""MID"":""WeWork88667919530823"",""TXNID"":""20210226111212800110168708685449411"",""TXNAMOUNT"":""4720.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-26 18:14:37.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19735215014039"",""GATEWAYNAME"":""HDFC"",""BANKTXNID"":""210576361095"",""BANKNAME"":""HDFC""}",,19735215014039-20210226124436,20210226111212800110168708685449411
